country, type, prefix, voice price, sms price
Poland,Poland,48616666,0.058,0.05
Poland,Poland,48616667,0.058,0.05
Poland,Poland,48616668,0.058,0.05
Poland,Poland,48616669,0.058,0.05
Poland,Poland,4861670,0.058,0.05
Poland,Poland,4861671,0.058,0.05
Poland,Poland,4861672,0.058,0.05
Poland,Poland,48616720,0.05,0.05
Poland,Poland,48616729,0.05,0.05
Poland,Poland,48616731,0.058,0.05
Poland,Poland,48616732,0.058,0.05
Poland,Poland,48616733,0.058,0.05
Poland,Poland,48616734,0.058,0.05
Poland,Poland,48616735,0.058,0.05
Poland,Poland,4861674,0.058,0.05
Poland,Poland,48616740,0.05,0.05
Poland,Poland,48616749,0.05,0.05
Poland,Poland,4861676,0.058,0.05
Poland,Poland,4861677,0.058,0.05
Poland,Poland,4861678,0.058,0.05
Poland,Poland,4861679,0.058,0.05
Poland,Poland,48616790,0.05,0.05
Poland,Poland,48616797,0.05,0.05
Poland,Poland,48616799,0.05,0.05
Poland,Poland,4861880,0.058,0.05
Poland,Poland,4861889,0.058,0.05
Poland,Poland,48623070,0.058,0.05
Poland,Poland,48623071,0.058,0.05
Poland,Poland,48623072,0.058,0.05
Poland,Poland,48623322,0.058,0.05
Poland,Poland,48623323,0.058,0.05
Poland,Poland,48623324,0.058,0.05
Poland,Poland,48623325,0.058,0.05
Poland,Poland,48623326,0.058,0.05
Poland,Poland,4862333,0.058,0.05
Poland,Poland,486250,0.058,0.05
Poland,Poland,4862506,0.05,0.05
Poland,Poland,48625065,0.058,0.05
Poland,Poland,4862507,0.05,0.05
Poland,Poland,4862509,0.05,0.05
Poland,Poland,48625801,0.058,0.05
Poland,Poland,48625802,0.058,0.05
Poland,Poland,48625803,0.058,0.05
Poland,Poland,48625804,0.058,0.05
Poland,Poland,48625805,0.058,0.05
Poland,Poland,4862581,0.058,0.05
Poland,Poland,4862582,0.058,0.05
Poland,Poland,4862583,0.058,0.05
Poland,Poland,4862584,0.058,0.05
Poland,Poland,48625849,0.05,0.05
Poland,Poland,48625851,0.058,0.05
Poland,Poland,48625852,0.058,0.05
Poland,Poland,4862586,0.058,0.05
Poland,Poland,4862587,0.058,0.05
Poland,Poland,4862588,0.058,0.05
Poland,Poland,4862589,0.058,0.05
Poland,FIXED (Other),486259,0.058,0.05
Poland,Poland,4862720,0.058,0.05
Poland,Poland,48627231,0.058,0.05
Poland,Poland,48627232,0.058,0.05
Poland,Poland,48627233,0.058,0.05
Poland,Poland,48627234,0.058,0.05
Poland,Poland,48627241,0.058,0.05
Poland,Poland,48627242,0.058,0.05
Poland,Poland,48627243,0.058,0.05
Poland,Poland,48627244,0.058,0.05
Poland,Poland,48627245,0.058,0.05
Poland,Poland,48627261,0.058,0.05
Poland,Poland,48627262,0.058,0.05
Poland,Poland,48627263,0.058,0.05
Poland,Poland,48627264,0.058,0.05
Poland,Poland,48627272,0.058,0.05
Poland,Poland,48627282,0.058,0.05
Poland,Poland,48627330,0.058,0.05
Poland,Poland,48627340,0.058,0.05
Poland,Poland,48627628,0.058,0.05
Poland,Poland,48628881,0.058,0.05
Poland,Poland,48628882,0.058,0.05
Poland,Poland,48628888,0.058,0.05
Poland,Poland,4863211,0.058,0.05
Poland,Poland,48632110,0.05,0.05
Poland,Poland,48632117,0.05,0.05
Poland,Poland,48632118,0.05,0.05
Poland,Poland,48632119,0.05,0.05
Poland,Poland,48632121,0.058,0.05
Poland,Poland,48632122,0.058,0.05
Poland,Poland,4863213,0.058,0.05
Poland,Poland,48632130,0.05,0.05
Poland,Poland,48632137,0.05,0.05
Poland,Poland,48632138,0.05,0.05
Poland,Poland,48632139,0.05,0.05
Poland,Poland,4863214,0.058,0.05
Poland,Poland,48632140,0.05,0.05
Poland,Poland,48632147,0.05,0.05
Poland,Poland,48632148,0.05,0.05
Poland,Poland,48632149,0.05,0.05
Poland,Poland,48632151,0.058,0.05
Poland,Poland,48632161,0.058,0.05
Poland,Poland,48632162,0.058,0.05
Poland,Poland,48632163,0.058,0.05
Poland,Poland,48632164,0.058,0.05
Poland,Poland,4863217,0.058,0.05
Poland,Poland,48632170,0.05,0.05
Poland,Poland,48632176,0.05,0.05
Poland,Poland,4863218,0.058,0.05
Poland,Poland,4863219,0.058,0.05
Poland,Poland,4863220,0.058,0.05
Poland,Poland,4863221,0.058,0.05
Poland,Poland,4863222,0.058,0.05
Poland,Poland,4863223,0.058,0.05
Poland,Poland,48632230,0.05,0.05
Poland,Poland,48632239,0.05,0.05
Poland,Poland,48632241,0.058,0.05
Poland,Poland,4863225,0.058,0.05
Poland,Poland,4863226,0.058,0.05
Poland,Poland,48632275,0.058,0.05
Poland,Poland,48632276,0.058,0.05
Poland,Poland,48632277,0.058,0.05
Poland,Poland,48632278,0.058,0.05
Poland,Poland,48632279,0.058,0.05
Poland,Poland,48632281,0.058,0.05
Poland,Poland,48632282,0.058,0.05
Poland,Poland,4863229,0.058,0.05
Poland,Poland,4863233,0.058,0.05
Poland,Poland,48632551,0.058,0.05
Poland,Poland,48632552,0.058,0.05
Poland,Poland,48632553,0.058,0.05
Poland,Poland,4863256,0.058,0.05
Poland,Poland,48632620,0.058,0.05
Poland,Poland,48632770,0.058,0.05
Poland,Poland,48633001,0.058,0.05
Poland,Poland,48633067,0.058,0.05
Poland,Poland,48633070,0.058,0.05
Poland,Poland,48638881,0.058,0.05
Poland,Poland,48638888,0.058,0.05
Poland,Poland,4863890,0.058,0.05
Poland,Poland,48653070,0.058,0.05
Poland,Poland,48653071,0.058,0.05
Poland,Poland,48653222,0.058,0.05
Poland,Poland,48653223,0.058,0.05
Poland,Poland,48653224,0.058,0.05
Poland,Poland,48653225,0.058,0.05
Poland,Poland,48653226,0.058,0.05
Poland,Poland,48653568,0.058,0.05
Poland,Poland,48655065,0.058,0.05
Poland,Poland,4865521,0.058,0.05
Poland,Poland,4865522,0.058,0.05
Poland,Poland,48655264,0.058,0.05
Poland,Poland,48655278,0.058,0.05
Poland,Poland,48655351,0.058,0.05
Poland,Poland,48655375,0.058,0.05
Poland,Poland,48655376,0.058,0.05
Poland,Poland,48655377,0.058,0.05
Poland,Poland,48655378,0.058,0.05
Poland,Poland,48655421,0.058,0.05
Poland,Poland,48655422,0.058,0.05
Poland,Poland,48655423,0.058,0.05
Poland,Poland,48655458,0.058,0.05
Poland,Poland,4865555,0.058,0.05
Poland,Poland,4865610,0.058,0.05
Poland,Poland,48656103,0.05,0.05
Poland,Poland,48656104,0.05,0.05
Poland,Poland,48656105,0.05,0.05
Poland,Poland,48656109,0.05,0.05
Poland,Poland,48656111,0.058,0.05
Poland,Poland,48656112,0.058,0.05
Poland,Poland,48656121,0.058,0.05
Poland,Poland,48656122,0.058,0.05
Poland,Poland,48656131,0.058,0.05
Poland,Poland,48656132,0.058,0.05
Poland,Poland,4865614,0.058,0.05
Poland,Poland,48656140,0.05,0.05
Poland,Poland,48656147,0.05,0.05
Poland,Poland,48656148,0.05,0.05
Poland,Poland,48656149,0.05,0.05
Poland,Poland,4865615,0.058,0.05
Poland,Poland,48656153,0.05,0.05
Poland,Poland,48656161,0.058,0.05
Poland,Poland,48656162,0.058,0.05
Poland,Poland,48656163,0.058,0.05
Poland,Poland,48656171,0.058,0.05
Poland,Poland,48656172,0.058,0.05
Poland,Poland,48656173,0.058,0.05
Poland,Poland,48656174,0.058,0.05
Poland,Poland,4865618,0.058,0.05
Poland,Poland,4865619,0.058,0.05
Poland,Poland,48656211,0.058,0.05
Poland,Poland,48658881,0.058,0.05
Poland,Poland,48658888,0.058,0.05
Poland,Poland,4866,0.06,0.05
Poland,Poland,48666,0.05,0.05
Poland,Era GSM Mobile,486660,0.06,0.05
Poland,Era GSM Mobile,486661,0.06,0.05
Poland,Era GSM Mobile,486662,0.06,0.05
Poland,Era GSM Mobile,486663,0.06,0.05
Poland,Era GSM Mobile,486664,0.06,0.05
Poland,Era GSM Mobile,486665,0.06,0.05
Poland,P4 Mobile,486666,0.06,0.05
Poland,Era GSM Mobile,486667,0.06,0.05
Poland,Era GSM Mobile,486668,0.06,0.05
Poland,Era GSM Mobile,486669,0.06,0.05
Poland,Poland,4867222,0.058,0.05
Poland,Poland,48672227,0.05,0.05
Poland,Poland,48672228,0.05,0.05
Poland,Poland,48672229,0.05,0.05
Poland,Poland,48672304,0.058,0.05
Poland,Poland,48672305,0.058,0.05
Poland,Poland,48672306,0.058,0.05
Poland,Poland,48672307,0.058,0.05
Poland,Poland,48672308,0.058,0.05
Poland,Poland,4867239,0.058,0.05
Poland,Poland,48672600,0.058,0.05
Poland,Poland,48672608,0.058,0.05
Poland,Poland,48672609,0.058,0.05
Poland,Poland,48672668,0.058,0.05
Poland,Poland,48673067,0.058,0.05
Poland,Poland,48673070,0.058,0.05
Poland,Poland,4867333,0.058,0.05
Poland,Poland,48673411,0.058,0.05
Poland,Poland,4867342,0.058,0.05
Poland,Poland,48673431,0.058,0.05
Poland,Poland,48673432,0.058,0.05
Poland,Poland,48673441,0.058,0.05
Poland,Poland,48673442,0.058,0.05
Poland,Poland,48673443,0.058,0.05
Poland,Poland,48673444,0.058,0.05
Poland,Poland,4867345,0.058,0.05
Poland,Poland,4867348,0.058,0.05
Poland,Poland,4867349,0.058,0.05
Poland,Poland,4867350,0.058,0.05
Poland,Poland,4867351,0.058,0.05
Poland,Poland,4867352,0.058,0.05
Poland,Poland,4867353,0.058,0.05
Poland,Poland,48673535,0.05,0.05
Poland,Poland,4867354,0.058,0.05
Poland,Poland,4867355,0.058,0.05
Poland,Poland,4867356,0.058,0.05
Poland,Poland,48673570,0.058,0.05
Poland,Poland,48673571,0.058,0.05
Poland,Poland,48673572,0.058,0.05
Poland,Poland,4867381,0.058,0.05
Poland,Poland,4867387,0.058,0.05
Poland,Poland,48673975,0.058,0.05
Poland,Poland,48678881,0.058,0.05
Poland,Poland,48678887,0.058,0.05
Poland,Poland,48678888,0.058,0.05
Poland,Poland,48678889,0.058,0.05
Poland,Poland,48683070,0.058,0.05
Poland,Poland,48683322,0.058,0.05
Poland,Poland,48683323,0.058,0.05
Poland,Poland,48683324,0.058,0.05
Poland,Poland,48683325,0.058,0.05
Poland,Poland,4868333,0.058,0.05
Poland,Poland,48683330,0.05,0.05
Poland,Poland,48683335,0.05,0.05
Poland,Poland,48683336,0.05,0.05
Poland,Poland,48683532,0.058,0.05
Poland,Poland,48683801,0.058,0.05
Poland,Poland,48683802,0.058,0.05
Poland,Poland,4868386,0.058,0.05
Poland,Poland,48683861,0.05,0.05
Poland,Poland,48683862,0.05,0.05
Poland,Poland,48683863,0.05,0.05
Poland,Poland,48683864,0.05,0.05
Poland,Poland,4868400,0.058,0.05
Poland,Poland,4868410,0.058,0.05
Poland,Poland,4868411,0.058,0.05
Poland,Poland,4868412,0.058,0.05
Poland,Poland,48684120,0.05,0.05
Poland,Poland,4868413,0.058,0.05
Poland,Poland,4868414,0.058,0.05
Poland,Poland,4868415,0.058,0.05
Poland,Poland,48684150,0.05,0.05
Poland,Poland,48684158,0.05,0.05
Poland,Poland,48684159,0.05,0.05
Poland,Poland,48684161,0.058,0.05
Poland,Poland,48684162,0.058,0.05
Poland,Poland,48684163,0.058,0.05
Poland,Poland,4868417,0.058,0.05
Poland,Poland,4868418,0.058,0.05
Poland,Poland,4868419,0.058,0.05
Poland,Poland,4868420,0.058,0.05
Poland,Poland,4868422,0.058,0.05
Poland,Poland,4868429,0.058,0.05
Poland,Poland,4868432,0.058,0.05
Poland,Poland,48684324,0.05,0.05
Poland,Poland,4868441,0.058,0.05
Poland,Poland,48684421,0.058,0.05
Poland,Poland,4868444,0.058,0.05
Poland,Poland,486845,0.058,0.05
Poland,Poland,4868450,0.05,0.05
Poland,Poland,486847,0.058,0.05
Poland,Poland,4868471,0.05,0.05
Poland,Poland,4868472,0.05,0.05
Poland,Poland,4868473,0.05,0.05
Poland,Poland,4868474,0.05,0.05
Poland,Poland,48685060,0.058,0.05
Poland,Poland,48685065,0.058,0.05
Poland,Poland,48685842,0.058,0.05
Poland,Poland,48688881,0.058,0.05
Poland,Poland,48688888,0.058,0.05
Poland,Mobile,4869,0.057,0.05
Poland,P4 Mobile,486900,0.06,0.05
Poland,Orange Mobile,486901,0.06,0.05
Poland,Orange Mobile,486902,0.06,0.05
Poland,Orange Mobile,486903,0.06,0.05
Poland,Orange Mobile,486904,0.06,0.05
Poland,Orange Mobile,486905,0.06,0.05
Poland,Orange Mobile,486906,0.06,0.05
Poland,Centernet Mobile,486907,0.08,0.05
Poland,P4 Mobile,486908,0.06,0.05
Poland,P4 Mobile,486909,0.06,0.05
Poland,PLUS Mobile,48691,0.06,0.05
Poland,Era GSM Mobile,48692,0.06,0.05
Poland,PLUS Mobile,48693,0.06,0.05
Poland,Era GSM Mobile,48694,0.06,0.05
Poland,PLUS Mobile,48695,0.06,0.05
Poland,Era GSM Mobile,48696,0.06,0.05
Poland,PLUS Mobile,48697,0.06,0.05
Poland,Era GSM Mobile,48698,0.06,0.05
Poland,Poland,486990,0.07,0.05
Poland,Mobile,4869901,0.08,0.05
Poland,Plus Mobile,486991,0.07,0.05
Poland,Plus Mobile,486992,0.07,0.05
Poland,Plus Mobile,486993,0.07,0.05
Poland,Plus Mobile,486994,0.07,0.05
Poland,Plus GSM Mobile,486995,0.06,0.05
Poland,Mobile,4869960,0.08,0.05
Poland,Plus Mobile,4869961,0.07,0.05
Poland,Plus Mobile,4869962,0.07,0.05
Poland,Plus Mobile,4869963,0.07,0.05
Poland,Plus Mobile,4869964,0.07,0.05
Poland,Plus Mobile,4869965,0.07,0.05
Poland,Plus Mobile,4869966,0.07,0.05
Poland,P4 Mobile,4869967,0.06,0.05
Poland,Plus Mobile,4869968,0.07,0.05
Poland,P4 Mobile,4869969,0.06,0.05
Poland,Plus GSM Mobile,486997,0.06,0.05
Poland,Plus GSM Mobile,486998,0.06,0.05
Poland,Plus GSM Mobile,486999,0.06,0.05
Poland,Poland,48713000,0.058,0.05
Poland,Poland,48713067,0.058,0.05
Poland,Poland,4871307,0.058,0.05
Poland,Poland,48713080,0.058,0.05
Poland,Poland,48713089,0.058,0.05
Poland,Poland,4871378,0.058,0.05
Poland,Poland,4871665,0.058,0.05
Poland,Poland,4871666,0.058,0.05
Poland,Poland,4871700,0.058,0.05
Poland,Poland,48717006,0.05,0.05
Poland,Poland,48717007,0.05,0.05
Poland,Poland,48717008,0.05,0.05
Poland,Poland,48717009,0.05,0.05
Poland,Poland,48717070,0.058,0.05
Poland,Poland,48717071,0.058,0.05
Poland,Poland,48717072,0.058,0.05
Poland,Poland,48717073,0.058,0.05
Poland,Poland,487171,0.058,0.05
Poland,Poland,4871720,0.058,0.05
Poland,Poland,48717200,0.05,0.05
Poland,Poland,4871721,0.058,0.05
Poland,Poland,4871722,0.058,0.05
Poland,Poland,4871723,0.058,0.05
Poland,Poland,4871724,0.058,0.05
Poland,Poland,4871725,0.058,0.05
Poland,Poland,48717250,0.05,0.05
Poland,Poland,4871726,0.058,0.05
Poland,Poland,48717260,0.05,0.05
Poland,Poland,48717267,0.05,0.05
Poland,Poland,48717269,0.05,0.05
Poland,Poland,4871727,0.058,0.05
Poland,Poland,48717275,0.05,0.05
Poland,Poland,4871728,0.058,0.05
Poland,Poland,4871729,0.058,0.05
Poland,Poland,487173,0.058,0.05
Poland,Poland,4871737,0.05,0.05
Poland,Poland,48717377,0.058,0.05
Poland,Poland,48717378,0.058,0.05
Poland,Poland,4871738,0.05,0.05
Poland,Poland,48717381,0.058,0.05
Poland,Poland,48717382,0.058,0.05
Poland,Poland,48717383,0.058,0.05
Poland,Poland,48717384,0.058,0.05
Poland,Poland,4871740,0.058,0.05
Poland,Poland,4871741,0.058,0.05
Poland,Poland,4871748,0.058,0.05
Poland,Poland,4871750,0.058,0.05
Poland,Poland,4871756,0.058,0.05
Poland,Poland,4871757,0.058,0.05
Poland,Poland,48717570,0.05,0.05
Poland,Poland,48717577,0.05,0.05
Poland,Poland,48717578,0.05,0.05
Poland,Poland,48717579,0.05,0.05
Poland,Poland,4871758,0.058,0.05
Poland,Poland,4871759,0.058,0.05
Poland,Poland,4871760,0.058,0.05
Poland,Poland,4871765,0.058,0.05
Poland,Poland,4871766,0.058,0.05
Poland,Poland,4871769,0.058,0.05
Poland,FIXED (Other),487177,0.058,0.05
Poland,FIXED (Other),487178,0.058,0.05
Poland,FIXED (Other),487179,0.058,0.05
Poland,Poland,48718242,0.058,0.05
Poland,Poland,4871865,0.058,0.05
Poland,Poland,4871866,0.058,0.05
Poland,Poland,48718711,0.058,0.05
Poland,Poland,48718712,0.058,0.05
Poland,Poland,48718713,0.058,0.05
Poland,Poland,48718714,0.058,0.05
Poland,Poland,48718715,0.058,0.05
Poland,Poland,4871881,0.058,0.05
Poland,Poland,4871888,0.058,0.05
Poland,Poland,4871889,0.058,0.05
Poland,Poland,48718897,0.05,0.05
Poland,Poland,48718898,0.05,0.05
Poland,T Mobile,4872,0.06,0.05
Poland,Poland,48720,0.09,0.05
Poland,Poland,487208,0.06,0.05
Poland,Mobile,487271,0.09,0.05
Poland,Poland,48728,0.057,0.05
Poland,Centernet Mobile,487280,0.08,0.05
Poland,Era GSM Mobile,487281,0.06,0.05
Poland,Era GSM Mobile,487282,0.06,0.05
Poland,Era GSM Mobile,487283,0.06,0.05
Poland,Era GSM Mobile,487284,0.06,0.05
Poland,Era GSM Mobile,487285,0.06,0.05
Poland,Era GSM Mobile,487286,0.06,0.05
Poland,Era GSM Mobile,487287,0.06,0.05
Poland,Era GSM Mobile,487288,0.06,0.05
Poland,Era GSM Mobile,487289,0.06,0.05
Poland,Mobile,4872970,0.09,0.05
Poland,Mobile,4872973,0.09,0.05
Poland,Mobile,4872974,0.09,0.05
Poland,P4 Mobile,48730,0.06,0.05
Poland,P4 Mobile,48731,0.06,0.05
Poland,P4 Mobile,48732,0.06,0.05
Poland,P4 Mobile,48733,0.06,0.05
Poland,T-Mobile Mobile,487341,0.059,0.05
Poland,T-Mobile Mobile,487342,0.059,0.05
Poland,T-Mobile Mobile,487343,0.059,0.05
Poland,T-Mobile Mobile,487344,0.059,0.05
Poland,P4 Mobile,487390,0.06,0.05
Poland,Era GSM Mobile,487391,0.06,0.05
Poland,P4 Mobile,487392,0.06,0.05
Poland,Poland,48743067,0.058,0.05
Poland,Poland,48743070,0.058,0.05
Poland,Poland,4874600,0.058,0.05
Poland,Poland,48746305,0.058,0.05
Poland,Poland,4874631,0.058,0.05
Poland,Poland,48746310,0.05,0.05
Poland,Poland,48746318,0.05,0.05
Poland,Poland,48746319,0.05,0.05
Poland,Poland,4874632,0.058,0.05
Poland,Poland,4874633,0.058,0.05
Poland,Poland,4874634,0.058,0.05
Poland,Poland,48746351,0.058,0.05
Poland,Poland,48746352,0.058,0.05
Poland,Poland,4874637,0.058,0.05
Poland,Poland,4874638,0.058,0.05
Poland,Poland,4874639,0.058,0.05
Poland,Poland,4874640,0.058,0.05
Poland,Poland,4874641,0.058,0.05
Poland,Poland,48746421,0.058,0.05
Poland,Poland,4874643,0.058,0.05
Poland,Poland,4874644,0.058,0.05
Poland,Poland,48746440,0.05,0.05
Poland,Poland,48746448,0.05,0.05
Poland,Poland,48746449,0.05,0.05
Poland,Poland,4874645,0.058,0.05
Poland,Poland,4874646,0.058,0.05
Poland,Poland,4874647,0.058,0.05
Poland,Poland,4874648,0.058,0.05
Poland,Poland,4874649,0.058,0.05
Poland,Poland,4874660,0.058,0.05
Poland,Poland,4874661,0.058,0.05
Poland,Poland,4874662,0.058,0.05
Poland,Poland,4874663,0.058,0.05
Poland,Poland,48746636,0.05,0.05
Poland,Poland,48746637,0.05,0.05
Poland,Poland,48746638,0.05,0.05
Poland,Poland,4874664,0.058,0.05
Poland,Poland,4874665,0.058,0.05
Poland,Poland,4874666,0.058,0.05
Poland,Poland,4874667,0.058,0.05
Poland,Poland,4874668,0.058,0.05
Poland,Poland,48746691,0.058,0.05
Poland,Poland,48746692,0.058,0.05
Poland,Poland,48746693,0.058,0.05
Poland,Poland,48746694,0.058,0.05
Poland,Poland,48746695,0.058,0.05
Poland,Poland,48748489,0.058,0.05
Poland,Poland,48748650,0.058,0.05
Poland,Poland,4874874,0.058,0.05
Poland,Poland,48748745,0.05,0.05
Poland,Poland,48748746,0.05,0.05
Poland,Poland,48748747,0.05,0.05
Poland,Poland,48748841,0.058,0.05
Poland,Poland,48748842,0.058,0.05
Poland,Poland,48748843,0.058,0.05
Poland,Poland,48748844,0.058,0.05
Poland,Poland,48748848,0.058,0.05
Poland,Poland,48748892,0.058,0.05
Poland,Poland,48748894,0.058,0.05
Poland,Poland,48748896,0.058,0.05
Poland,Poland,48748898,0.058,0.05
Poland,Poland,48748899,0.058,0.05
Poland,Poland,48753067,0.058,0.05
Poland,Poland,48753070,0.058,0.05
Poland,Poland,4875610,0.058,0.05
Poland,Poland,4875611,0.058,0.05
Poland,Poland,4875612,0.058,0.05
Poland,Poland,4875613,0.058,0.05
Poland,Poland,48756141,0.058,0.05
Poland,Poland,48756142,0.058,0.05
Poland,Poland,48756143,0.058,0.05
Poland,Poland,48756144,0.058,0.05
Poland,Poland,48756145,0.058,0.05
Poland,Poland,4875615,0.058,0.05
Poland,Poland,48756150,0.05,0.05
Poland,Poland,48756155,0.05,0.05
Poland,Poland,48756156,0.05,0.05
Poland,Poland,48756161,0.058,0.05
Poland,Poland,48756162,0.058,0.05
Poland,Poland,48756163,0.058,0.05
Poland,Poland,48756171,0.058,0.05
Poland,Poland,48756172,0.058,0.05
Poland,Poland,4875619,0.058,0.05
Poland,Poland,48756198,0.05,0.05
Poland,Poland,48756199,0.05,0.05
Poland,Poland,48756270,0.058,0.05
Poland,Poland,48756272,0.058,0.05
Poland,Poland,48756278,0.058,0.05
Poland,Poland,48756279,0.058,0.05
Poland,Poland,487564,0.058,0.05
Poland,Poland,4875671,0.058,0.05
Poland,Poland,4875672,0.058,0.05
Poland,Poland,4875675,0.058,0.05
Poland,Poland,4875700,0.058,0.05
Poland,Poland,48757319,0.058,0.05
Poland,Poland,48758751,0.058,0.05
Poland,Poland,48758752,0.058,0.05
Poland,Poland,48758753,0.058,0.05
Poland,Poland,48758754,0.058,0.05
Poland,Poland,48758755,0.058,0.05
Poland,Poland,48758880,0.058,0.05
Poland,Poland,48758881,0.058,0.05
Poland,Poland,48758888,0.058,0.05
Poland,Poland,4875889,0.058,0.05
Poland,Poland,48758895,0.05,0.05
Poland,Poland,48758897,0.05,0.05
Poland,Poland,48758898,0.05,0.05
Poland,Poland,48758899,0.05,0.05
Poland,Poland,48763001,0.058,0.05
Poland,Poland,48763002,0.058,0.05
Poland,Poland,48763070,0.058,0.05
Poland,Poland,48765065,0.058,0.05
Poland,Poland,48765226,0.058,0.05
Poland,Poland,48765752,0.058,0.05
Poland,Poland,48767111,0.058,0.05
Poland,Poland,48767112,0.058,0.05
Poland,Poland,48767113,0.058,0.05
Poland,FIXED (Other),487672,0.058,0.05
Poland,Poland,48767411,0.058,0.05
Poland,Poland,4876742,0.058,0.05
Poland,Poland,4876743,0.058,0.05
Poland,Poland,4876744,0.058,0.05
Poland,Poland,4876745,0.058,0.05
Poland,Poland,48767452,0.05,0.05
Poland,Poland,48767453,0.05,0.05
Poland,Poland,4876746,0.058,0.05
Poland,Poland,4876747,0.058,0.05
Poland,Poland,4876748,0.058,0.05
Poland,Poland,4876749,0.058,0.05
Poland,Poland,487675,0.058,0.05
Poland,Poland,48767512,0.05,0.05
Poland,Poland,4876752,0.05,0.05
Poland,Poland,48767521,0.058,0.05
Poland,Poland,48767522,0.058,0.05
Poland,Poland,48767523,0.058,0.05
Poland,Poland,48767524,0.058,0.05
Poland,Poland,4876759,0.05,0.05
Poland,Poland,48767591,0.058,0.05
Poland,Poland,48767592,0.058,0.05
Poland,Poland,4876766,0.058,0.05
Poland,Poland,4876776,0.058,0.05
Poland,Poland,48768182,0.058,0.05
Poland,Poland,48768189,0.058,0.05
Poland,Poland,48768330,0.058,0.05
Poland,Poland,4876846,0.058,0.05
Poland,Poland,4876847,0.058,0.05
Poland,Poland,4876852,0.058,0.05
Poland,Poland,48768522,0.05,0.05
Poland,Poland,48768523,0.05,0.05
Poland,Poland,48768524,0.05,0.05
Poland,Poland,48768525,0.05,0.05
Poland,Poland,48768530,0.058,0.05
Poland,Poland,48768531,0.058,0.05
Poland,Poland,48768532,0.058,0.05
Poland,Poland,48768533,0.058,0.05
Poland,Poland,48768534,0.058,0.05
Poland,Poland,48768569,0.058,0.05
Poland,Poland,48768881,0.058,0.05
Poland,Poland,48768888,0.058,0.05
Poland,Poland,48768896,0.058,0.05
Poland,Poland,48768898,0.058,0.05
Poland,Poland,48768899,0.058,0.05
Poland,Poland,48772253,0.058,0.05
Poland,Poland,48772254,0.058,0.05
Poland,Poland,48773070,0.058,0.05
Poland,Poland,48773071,0.058,0.05
Poland,Poland,4877333,0.058,0.05
Poland,Poland,48774110,0.058,0.05
Poland,FIXED (Other),487744,0.058,0.05
Poland,Poland,48775065,0.058,0.05
Poland,Poland,487754,0.058,0.05
Poland,Poland,4877542,0.05,0.05
Poland,Poland,48775421,0.058,0.05
Poland,Poland,48775422,0.058,0.05
Poland,Poland,48775423,0.058,0.05
Poland,Poland,48775424,0.058,0.05
Poland,Poland,4877550,0.058,0.05
Poland,Poland,4877551,0.058,0.05
Poland,Poland,48775510,0.05,0.05
Poland,Poland,4877552,0.058,0.05
Poland,Poland,48775520,0.05,0.05
Poland,Poland,48775522,0.05,0.05
Poland,Poland,48775531,0.058,0.05
Poland,Poland,48775532,0.058,0.05
Poland,Poland,48775533,0.058,0.05
Poland,Poland,48775534,0.058,0.05
Poland,Poland,48775535,0.058,0.05
Poland,Poland,48775541,0.058,0.05
Poland,Poland,48775542,0.058,0.05
Poland,Poland,48775543,0.058,0.05
Poland,Poland,48775544,0.058,0.05
Poland,Poland,48775545,0.058,0.05
Poland,Poland,4877555,0.058,0.05
Poland,Poland,4877556,0.058,0.05
Poland,Poland,4877577,0.058,0.05
Poland,Poland,48776562,0.058,0.05
Poland,Poland,48776843,0.058,0.05
Poland,Poland,48777000,0.058,0.05
Poland,Poland,48777070,0.058,0.05
Poland,Poland,48777111,0.058,0.05
Poland,Poland,48777222,0.058,0.05
Poland,Poland,48777333,0.058,0.05
Poland,Poland,48777444,0.058,0.05
Poland,Poland,48777555,0.058,0.05
Poland,Poland,48777666,0.058,0.05
Poland,Poland,48777777,0.058,0.05
Poland,Poland,48777778,0.058,0.05
Poland,Poland,48777888,0.058,0.05
Poland,Poland,48777999,0.058,0.05
Poland,Poland,4877887,0.058,0.05
Poland,Poland,48778881,0.058,0.05
Poland,Poland,48778888,0.058,0.05
Poland,Poland,4877889,0.058,0.05
Poland,Poland,4878,0.06,0.05
Poland,Poland,48786,0.05,0.05
Poland,Orange Mobile,487860,0.06,0.05
Poland,P4 Mobile,487861,0.06,0.05
Poland,P4 Mobile,487862,0.06,0.05
Poland,Orange Mobile,487863,0.06,0.05
Poland,Orange Mobile,487864,0.06,0.05
Poland,Orange Mobile,487865,0.06,0.05
Poland,Orange Mobile,487866,0.06,0.05
Poland,Orange Mobile,487867,0.06,0.05
Poland,Orange Mobile,487868,0.06,0.05
Poland,Orange Mobile,487869,0.06,0.05
Poland,Poland,48789,0.05,0.05
Poland,Orange Mobile,487890,0.06,0.05
Poland,Orange Mobile,487891,0.06,0.05
Poland,Orange Mobile,487892,0.06,0.05
Poland,Orange Mobile,487893,0.06,0.05
Poland,Orange Mobile,487894,0.06,0.05
Poland,Plus GSM Mobile,487895,0.06,0.05
Poland,Plus GSM Mobile,487896,0.06,0.05
Poland,Plus GSM Mobile,487897,0.06,0.05
Poland,Plus GSM Mobile,487898,0.06,0.05
Poland,Plus GSM Mobile,487899,0.06,0.05
Poland,Poland,4879,0.06,0.05
